CODIGO;DESCRIPCION;FAMILIA;CANTIDAD;DEMANDA_APLICABLE;S_MIN;COMPRA_MIN;LOTE;PEDIR
12638;RDB PALITA CON CARITA DE GATO;ACCESORIOS;0.0;3.22;2.0;2;1;2
12639;BANDEJA SANITARIA MEDIANA CON BRILLANTINA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12640;MAMADERA PARA CACHORROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12641;DOGIT COMEDERO/BEBEDERO L 945 ML;ACCESORIOS;0.0;0.0;0.0;1;1;0
12642;PER-ROS BOZAL SOFT ADIESTRAMIENTO L;ACCESORIOS;0.0;0.0;0.0;1;1;0
12643;JUGUETE BOTELLA DE COCA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12644;PETS PLAST PELOTA RUGBY DE GOMA;ACCESORIOS;0.0;0.42;1.0;1;1;1
12646;BOWL ACERO INOX MOLETEADO 13 CM PER-ROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12647;BOWL ACERO INOX MOLETEADO 16.5 CM PER-ROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12648;SANREMO BEBEDERO PORTATIL;ACCESORIOS;0.0;0.0;0.0;1;1;0
12649;PER-ROS BOWL METAL 22 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12651;NACIONAL COMEDERO ROMBO MEDIANO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12652;DOGIT COMEDERO/BEBEDERO SML 473 ML;ACCESORIOS;0.0;0.0;0.0;1;1;0
12653;PAÑAL CHICO X 3 PAÑOPET;ACCESORIOS;0.0;0.0;0.0;1;1;0
12654;RASCADOR DISEÑO ELEV CHAISE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12655;NACIONAL HUESO INTERACTIVO 2 EN 1;ACCESORIOS;0.0;0.0;0.0;1;1;0
12656;CATIT ARENA GO NATURAL LAVANDA 5,6 KG;ACCESORIOS;0.0;0.0;0.0;1;1;0
12657;TOPCAT RASCADOR DISEÑO GATOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12658;KUALCOHEPAT 20 KG X 10 COMP;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;1;1;0
12659;PER-ROS COLCHONETA LINEA CHIC 86 x 68 cm;ACCESORIOS;0.0;0.0;0.0;1;1;0
12660;COLCHONETA FERNANDO N3;ACCESORIOS;0.0;0.0;0.0;1;1;0
12661;NACIONAL COLCHONETA Nº4;ACCESORIOS;0.0;0.67;1.0;1;1;1
12662;PETS PLAST TENAZA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12663;RDB PELOTA SOFT GRANDE 7,6 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12664;NACIONAL COLCHONETA Nº6;ACCESORIOS;0.0;1.15;1.0;1;1;1
12665;RDB RASCADOR PEZ CON BORDES DE PELUCHE 21X41 CM.;ACCESORIOS;0.0;1.24;1.0;1;1;1
12666;COLCHONETA FERNANDO N5;ACCESORIOS;0.0;0.0;0.0;1;1;0
12668;BRAVECTO GATO HASTA 12,5 KG;MEDICAMENTOS FARMACIA;1.0;0.5;1.0;1;1;0
12669;COCOONING BOTELLA CON BOWL DE SILICONA 550 ML;ACCESORIOS;0.0;0.0;0.0;1;1;0
12670;TRIXIE CARDA NYLON BLANDA CON CEPILLO;ACCESORIOS;0.0;0.0;0.0;3;3;0
12671;ANIMAL PET REPUESTO HUESITO PORTABOLSA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12672;TRIXIE CHUPETE JUNIOR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12673;RASCALS CARACOL JUGUETE LATEX;ACCESORIOS;0.0;0.0;0.0;3;3;0
12674;CATIT LITERA SIFTING CAT AUTOLIMPIANTE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12675;SERENEX SPRAY FELINO 25 ML;MEDICAMENTOS FARMACIA;3.0;9.17;6.0;1;1;3
12676;GOLOSINA MON AMI DENTAL MILKY 75 GR;ACCESORIOS;0.0;3.42;2.0;8;1;8
12677;GOLOSINA MON AMI SNACKS CHURRASQUITO 400 GR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12678;GOLOSINA MON AMI SNACKS POLLO GRILLE 400 GR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12679;CATIT PALITA DELUXE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12680;DOGIT COMEDERO/BEBEDERO M 710 ML;ACCESORIOS;0.0;0.0;0.0;1;1;0
12681;CATIT PLAY 3 EN 1 CIRCUIT;ACCESORIOS;0.0;0.0;0.0;1;1;0
12682;CATIT COMEDERO INTERACTIVO 3 EN 1;ACCESORIOS;0.0;0.0;0.0;1;1;0
12683;DOGIT WASTER BAGS 6 UNIDADES;ACCESORIOS;0.0;0.0;0.0;1;1;0
12684;ZEUS NITRO S;ACCESORIOS;0.0;0.25;1.0;10;10;10
12685;ZEUS NOSH HUESO S;ACCESORIOS;0.0;0.0;0.0;1;1;0
12686;GOLOSINA MON AMI SNACKS TRAINEE 75 GR;ACCESORIOS;0.0;1.5;1.0;7;1;7
12687;ZOOTEC CATNIP BALL;ACCESORIOS;0.0;0.75;1.0;2;1;2
12688;ARO TRENZADO CHICO 53 CM.;ACCESORIOS;0.0;0.0;0.0;1;1;0
12689;ANIMAL PET ARO RESISTENTE 10 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
1269;ANIMAL PET CEPILLO GRANDE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12690;GOLOSINA MON AMI SNACKS CHURRASQUITO GRILLE 75 GR;ACCESORIOS;0.0;0.42;1.0;10;10;10
12692;GOLOSINA ASADITOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12693;GOLOSINA MON AMI DENTAL STICK M;ACCESORIOS;0.0;0.5;1.0;4;4;4
12694;GOLOSINA MON AMI DENTAL STICKS S 400 GRS X UNIDAD;ACCESORIOS;0.0;0.0;0.0;1;1;0
12695;GOLOSINA MON AMI DENTAL STICKS SMALL X UNIDAD;ACCESORIOS;0.0;0.0;0.0;1;1;0
12697;GOLOSINA GOLOCAN BOCADITOS FRUTALES 500 GR;ACCESORIOS;0.0;2.75;2.0;6;6;6
12698;GOLOSINA GOLOCAN BOCADITOS CHOCOLATE CON LECHE 500 GR;ACCESORIOS;0.0;3.17;2.0;6;6;6
12699;GOLOSINA GOLOCAN BOCADITOS JAMON, QUESO Y ESPINACA 500 GR;ACCESORIOS;0.0;3.42;2.0;6;6;6
12700;ANIMAL PET BOTELLA DE PASEO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12701;ANIMAL PLANET CEPILLO DESLANADOR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12703;ANIMAL PET JUGUETE DISPENSER DE ALIMENTO M;ACCESORIOS;0.0;0.0;0.0;1;1;0
12704;NERF DOG THEREE RING TUG;ACCESORIOS;0.0;0.0;0.0;1;1;0
12708;ANIMAL PET JUGUETE PARA PERRO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12709;ANIMAL PET JUGUETE SOGA FUCSIA CON FLECOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12712;RAST SOGA TIPO HUESO 3 NUDOS 34 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12714;ACRAL LICK POMO X 50 gr;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;1;1;0
12715;RDB CINTURON DE SEGURIDAD;ACCESORIOS;0.0;3.08;2.0;4;1;4
12716;RDB CINTURON DE SEGURIDAD DOBLE;ACCESORIOS;0.0;0.0;0.0;3;1;0
12717;RDB COLLAR NATO PREMIUM Nº3;ACCESORIOS;0.0;0.0;0.0;1;1;0
12718;RDB COLLAR NATO COMUN 4;ACCESORIOS;0.0;0.12;1.0;1;1;1
12719;RDB SET 9 RATITAS CON HIERBA GATERA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12720;RDB CHIFLE SANDWICH;ACCESORIOS;0.0;0.0;0.0;1;1;0
12721;RDB RATITA YUTE;ACCESORIOS;0.0;0.45;1.0;2;1;2
12722;RDB SOGA TIRADOR DE SOGA CON PELOTA;ACCESORIOS;0.0;0.0;0.0;2;2;0
12723;JUGUETE GUANTE CON PELOTA BASEBALL;ACCESORIOS;0.0;0.0;0.0;1;1;0
12724;RDB MORDILLO HUESO SILICONA;ACCESORIOS;0.0;0.09;1.0;1;1;1
12725;CANCAT PELOTA SOGA CON ALGODON;ACCESORIOS;0.0;0.0;0.0;1;1;0
12726;CANCAT TAMBOR DENTAL CON SOGA ALGODON;ACCESORIOS;0.0;0.0;0.0;1;1;0
12727;CANCAT DOGS SOFT TOY PATO;ACCESORIOS;0.0;0.08;1.0;1;1;1
12728;M-PETS KALLIOPE CAUCHO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12729;CAFRAN HUESITO DENTAL ATOXICO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12730;ANIMAL PET PALO AUTOMATICO;ACCESORIOS;0.0;0.0;0.0;2;2;0
12731;RASCALS JUGUETES VARIOS DE VINILO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12732;MODEL PEINE DOBLE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12733;CATIT PIXIE BOWL BLANCO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12734;PER-ROS CAZUELA METAL 24 CM;ACCESORIOS;0.0;1.17;1.0;1;1;1
12735;PER-ROS CAZUELA METAL 21 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12736;PER-ROS BOWL METAL 20 CM;ACCESORIOS;0.0;0.17;1.0;1;1;1
12738;GOLOSINA GOLOCAN PALITOS DE POLLO 500 GR;ACCESORIOS;0.0;0.25;1.0;6;6;6
12739;GOLOSINA GOLOCAN BISCUITS DE POLLO 500 GR;ACCESORIOS;0.0;0.08;1.0;4;2;4
12740;GOLOSINA GOLOCAN HUESITOS CON CHIPS DE CARNE 500 GR;ACCESORIOS;0.0;2.58;2.0;6;6;6
12741;GOLOSINA GOLOCAN BOCADITOS JAMON, QUESO Y ESPINACA 100 GR;ACCESORIOS;0.0;20.67;12.0;20;20;20
12742;GOLOSINA GOLOCAN BOCADITOS CARNE, POLLO Y CHOCO 100 GR;ACCESORIOS;0.0;26.75;16.0;20;20;20
12743;GOLOSINA GOLOCAN BOCADITOS FRUTALES 100 GR;ACCESORIOS;0.0;17.92;11.0;20;20;20
12744;GOLOSINA GOLOCAN BOCADITOS CHOCO CON LECHE 100 GR;ACCESORIOS;0.0;36.12;21.0;20;20;40
12745;GOLOSINA GOLOCAN BISCUITS DE POLLO 120 GR;ACCESORIOS;0.0;16.66;10.0;20;20;20
12746;GOLOSINA GOLOCAN BOCADITOS CARNE, POLLO Y CHOCO 500 GR;ACCESORIOS;0.0;8.25;5.0;6;6;6
12747;MODEL PELOTA DE MAIZ GOMA SOLIDA;ACCESORIOS;0.0;0.42;1.0;2;1;2
12748;MODEL HELICE TRIPLE DE GOMA;ACCESORIOS;0.0;0.0;0.0;2;2;0
12750;MODEL PIÑA CON CHIFLE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12751;MODEL FRUTILLA CON CHIFLE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12752;MODEL MARIPOSA VOLADORA CON PELOTA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12753;REPUESTO BOLSA HIGIENICA X 4 U;ACCESORIOS;0.0;0.0;0.0;1;1;0
12754;GOLOSINA GOLOMIAU DENTAL CARE 60 GR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12755;GOLOSINA CATIT CREAMY SALMON 40 GR;ACCESORIOS;0.0;9.25;6.0;24;24;24
12756;GOLOSINA CATIT CREAMY ATUN 40 GR;ACCESORIOS;0.0;31.25;18.0;24;24;24
12757;GOLOSINA GOLOMIAU BOCADITOS DE LA GRANJA 45 GR;ACCESORIOS;0.0;3.25;2.0;24;24;24
12758;RAST RATA A CUERDA PARA GATOS;ACCESORIOS;0.0;0.0;0.0;2;2;0
12759;PETS PLAST JUGUETE PARA COLGAR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12760;CANCAT PELUCHE ESTRELLA CON HILO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12761;CANCAT DUO RATON;ACCESORIOS;0.0;0.0;0.0;1;1;0
12762;RDB SOGA;ACCESORIOS;0.0;0.0;0.0;9;9;0
12763;CANCAT PELUCHE RATON CON PLUMA;ACCESORIOS;0.0;0.89;1.0;1;1;1
12764;CANCAT PESCADO PLUMA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12765;PHI PHI JUGUETE COCODRILO;ACCESORIOS;0.0;0.0;0.0;2;2;0
12767;TRIXIE RANA LATEX 18 CM.;ACCESORIOS;0.0;0.0;0.0;1;1;0
12768;ANIMAL PET CEPILLO SILICONA OVALADO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12769;ANIMAL PET GUANTE DE SILICONA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12770;ANIMAL PET COMEDERO/BEBEDERO MELAMINA CON BOWL ACERO INOX XL;ACCESORIOS;0.0;0.0;0.0;1;1;0
12771;BACTROVET PLATA AM X 440CC;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;1;1;0
12772;GIGWI NYLON BONE S SHAPE MED;ACCESORIOS;0.0;0.0;0.0;1;1;0
12773;GIGWI DOG CHEW WOODEN ANTLER MD;ACCESORIOS;0.0;0.0;0.0;1;1;0
12774;CARDIOTENOL 6.25 MG BLISTER;MEDICAMENTOS FARMACIA;0.0;2.17;2.0;8;2;8
12779;DONIDOG FUNDA PARA AUTOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12780;MEMOPET ARNES NYLON M-L;ACCESORIOS;0.0;0.0;0.0;1;1;0
12781;MEMOPET ARNES NYLON L;ACCESORIOS;0.0;0.0;0.0;1;1;0
12782;ANIMAL PET CEPILLO CARDINA MANGO DE MADERA XL;ACCESORIOS;0.0;0.0;0.0;1;1;0
12783;CATIT FILTRO TRIPLE ACCION FUENTE 5 PACK;ACCESORIOS;0.0;0.0;0.0;1;1;0
12784;CHUCK IT PRO 25 M;ACCESORIOS;0.0;0.0;0.0;1;1;0
12785;BANDEJA SANITARIA 6.4 LTS SAN REMO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12786;BAUPARK BANDEJA SANITARIA GRANDE 15.5 LTS;ACCESORIOS;0.0;1.56;1.0;12;12;12
12787;BANDEJA SANITARIA JUMBO CAFRAN;ACCESORIOS;0.0;3.01;2.0;10;10;10
12788;PER ROS RASCADOR INFINITO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12789;PER ROS RASCADOR CARTON RADIO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12790;PER ROS RASCADOR TABLITA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12791;CATIT RASCADOR NARRO CON CATNIP;ACCESORIOS;0.0;0.0;0.0;1;1;0
12792;CATIT RASCADOR GRANDE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12793;X 1.6 TRIXIE TABLA RASCADOR CARTON CON JUGUETE 33x33 CM.;ACCESORIOS;0.0;0.0;0.0;1;1;0
12794;HERBY CATNIP TOY SLEEPING;ACCESORIOS;0.0;0.0;0.0;1;1;0
12795;KONG SQUAK STIX WIGGLERZ LG;ACCESORIOS;0.0;0.0;0.0;1;1;0
12796;DOGZILLA DINO CLAW;ACCESORIOS;0.0;0.0;0.0;1;1;0
12797;CANCAT JIRAFA 27 CM.;ACCESORIOS;0.0;0.0;0.0;1;1;0
12798;RAST KIT DEDAL CON CEPILLO DENTAL;ACCESORIOS;0.0;1.03;1.0;3;3;3
12799;RAST GALLINA CHICA 17 CM;ACCESORIOS;0.0;0.33;1.0;3;3;3
12800;RAST GALLINA MEDIANA 30 CM;ACCESORIOS;0.0;0.52;1.0;2;1;2
12801;PELOTA USB RECARGABLE;ACCESORIOS;0.0;4.0;3.0;2;2;4
12802;ANIMAL PET COMEDERO PARA GATO SILICONA NARANJA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12803;CANIS ENDOSPOT HASTA 4KG;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;1;1;0
12805;VITALCAN NUTRIQUE LARGE YOUNG ADULT 15 KG;BALANCEADOS;0.0;0.0;0.0;1;1;0
12806;ROYAL C FELINE INDOOR +7 X 7,5 KG;BALANCEADOS;2.0;0.16;1.0;1;1;0
12807;PORTA CATNIP SPRAY 125 CC;ACCESORIOS;0.0;0.0;0.0;1;1;0
12808;CORREA PREMIUM M-L;ACCESORIOS;0.0;0.0;0.0;4;4;0
12809;HUELLA CAMA IBIZA NARANJA 60 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12810;MOCHILITA CON CORREA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12811;KONG GOODIE RIBBON LG;ACCESORIOS;0.0;0.0;0.0;1;1;0
12812;RAST CAMA CUEVA 60 CM.;ACCESORIOS;0.0;0.0;0.0;1;1;0
12813;PER-ROS MUEBLE IMPORTADO PARA GATOS Nº2;ACCESORIOS;0.0;0.0;0.0;1;1;0
12814;GOLOSINA MON AMI SNACKS DENTAL STICK M 400 GR;ACCESORIOS;0.0;0.42;1.0;1;1;1
12816;GOLOSINA GOLOCAN SNACKS TRAINEE 180 GR;ACCESORIOS;0.0;3.17;2.0;12;4;12
12817;GOLOSINA MON AMI DENTAL STICK L 90 GR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12819;PER-ROS BOZAL REJILLA PLASTICO Nº2;ACCESORIOS;0.0;0.17;1.0;1;1;1
12820;ZOOTEC HIERBA PARA GATOS LISTA PARA USAR BANDEJA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12822;CANCAT BOTELLA FORMA L;ACCESORIOS;0.0;0.0;0.0;1;1;0
12823;RAST COLLAR 30 CM MIX DISEÑOS CON CASCABEL;ACCESORIOS;0.0;0.0;0.0;1;1;0
12824;RAST JUGUETES DE LATEX 9-11 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12825;RAST CLICKER DE ENTRENAMIENTO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12826;TRIXIE ARNES BOZAL ENTRENAMIENTO TOP TRAINER L;ACCESORIOS;0.0;0.0;0.0;1;1;0
12827;RASCALS TUNEL PARA GATOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12828;GOLOSINA PEDIGREE DENTASTIX RAZA GRANDE X 3;ACCESORIOS;0.0;4.51;3.0;20;20;20
12829;GOLOSINA PEDIGREE RODEO CARNE X 4;ACCESORIOS;0.0;6.72;4.0;20;20;20
12830;GOLOSINA PEDIGREE RODEO POLLO X 4;ACCESORIOS;0.0;5.33;4.0;20;20;20
12831;GOLOSINA PEDIGREE BISCROK 100 gr;ACCESORIOS;0.0;0.0;0.0;1;1;0
12832;GOLOSINA PEDIGREE BISCROK 500 gr;ACCESORIOS;0.0;1.77;2.0;4;4;4
12833;NACIONAL TOALLITAS HUMEDAS;ACCESORIOS;0.0;40.81;24.0;1;1;24
12834;CANCAT PAÑOS PREMIUM X 7 UNIDADES;ACCESORIOS;0.0;0.0;0.0;1;1;0
12835;CANCAT PAÑOS PREMIUM X 50 UNIDADES;ACCESORIOS;0.0;1.22;1.0;2;2;2
12836;CANCAT PAÑOS PREMIUM X 20 UNIDADES;ACCESORIOS;0.0;0.33;1.0;1;1;1
12837;CANCAT PAÑOS PREMIUM 100 UNIDADES;ACCESORIOS;0.0;0.0;0.0;1;1;0
12838;PER-ROS ARNES REFORZADO CON MANIJA PREMIUM GRANDE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12839;PER-ROS ARNES REFORZADO CON MANIJA CHICO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12840;PER-ROS ARNES REFORZADO CON MANIJA PREMIUM GIGANTE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12841;CANCAT 5 ROLLOS DE BOLSITAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12842;CANCAT LITERA CON REJILLA Y PALA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12843;NACIONAL RATITA SISAL;ACCESORIOS;0.0;0.0;0.0;2;2;0
12844;PER-ROS PELOTA SISAL 3 COLORES RETORCIDA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12845;PER-ROS VARITA GUSANITO PARA GATOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12846;PER-ROS PLASTICAT CIRCULAR CON PLUMAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12847;RDB BOLITA SISAL VAIVEN CON SONAJERO Y FLOR;ACCESORIOS;0.0;0.0;0.0;3;3;0
12848;PER-ROS BOZAL REJILLA PLASTICO N5;ACCESORIOS;0.0;0.33;1.0;1;1;1
12849;PER-ROS BOZAL REJILLA PLASTICO N6;ACCESORIOS;0.0;1.17;1.0;1;1;1
12850;PER-ROS MOCHILA 4 PATAS M;ACCESORIOS;0.0;0.0;0.0;1;1;0
12851;PER-ROS ARNES SUPER SOFT PLUSH XS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12852;PER-ROS ARNES SUPER SOFT PLUSH S;ACCESORIOS;0.0;0.0;0.0;1;1;0
12853;PER-ROS ARNES TIPO CHALECO REFLEX L;ACCESORIOS;0.0;0.97;1.0;1;1;1
12854;PER-ROS COMEDERO CON FORMA DE PERRO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12855;PER-ROS COMEDERO ACERO INOX 10 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12856;PER-ROS COMEDERO METAL 15 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12857;PER-ROS HUESO DE ALGODON DOS PELOTAS Y NUDO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12858;PER-ROS HUESO DE ALGODON CON PELOTA DE TENNIS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12859;PER-ROS OCHO ALGODON CON PELOTA DE TENIS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12860;PER-ROS HUESO DE ALGODON CON PELOTA Y MANIJA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12861;PER-ROS OCHO ALGODON CON MANIJA PLASTICA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12862;PER-ROS HUESO DE ALGODON CON TOPES PLASTICOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12863;PER-ROS HUEVO FRITO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12864;PER-ROS POLLO ROSTIZADO M;ACCESORIOS;0.0;0.0;0.0;1;1;0
12865;PER-ROS JUGUETE TRONCO;ACCESORIOS;0.0;0.0;0.0;1;1;0
12866;PER-ROS JUGUETE PESA CON HUELLAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12867;PER-ROS PALO DE BOWLING 14,5 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12868;PER-ROS JUGUETE PESA TRICOLOR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12869;PER-ROS PELOTA ESPONJOSA FLUO;ACCESORIOS;0.0;0.0;0.0;2;2;0
12870;PER-ROS PELOTA ESPONJOSA TENNIS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12871;PER-ROS PELOTA CANASTA PARA GATOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12872;RDB RATONCITO CON SONIDO Y ELASTICO + VENTOSA;ACCESORIOS;0.0;0.0;0.0;3;3;0
12873;PER-ROS 4 PELOTAS ARCOIRIS CON PLUMAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12874;PER-ROS GIROSCOPIO X 2 UNIDADES;ACCESORIOS;0.0;0.0;0.0;1;1;0
12875;PER-ROS 4 PELOTAS CRISTAL PARA GATOS CON CASCABEL;ACCESORIOS;0.0;0.0;0.0;1;1;0
12876;PER-ROS RATON GAMUZADO COLOR CON CHIFLE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12877;PER-ROS RATON SISAL CON PLUMAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12878;PER-ROS MANCUERNA DE SISAL;ACCESORIOS;0.0;0.0;0.0;1;1;0
12879;PIEDRAS SANITARIAS ECOKATS 4,2 KG;ACCESORIOS;0.0;72.42;42.0;1;1;42
12881;ROYAL C V-DIET DOG SATIETY SUPPORT SMALL 1.5 KG;BALANCEADOS;0.0;0.0;0.0;1;1;0
12882;AGILITY LATA CATS x340 gr;BALANCEADOS;24.0;15.42;9.0;6;6;0
12883;GOLOSINA GOLOCAN DENTAL CARE MORDIDA CHICA 144 GR;ACCESORIOS;0.0;0.0;0.0;1;1;0
12884;GOLOSINA GOLOCAN DENTAL CARE MORDIDA GRANDE 200 GR;ACCESORIOS;0.0;0.5;1.0;9;3;9
12885;ANGEL SKIN OSITO DE CORDERITO T 2;ACCESORIOS;0.0;0.0;0.0;1;1;0
12886;ANGEL SKIN OSITO DE CORDERITO T 3;ACCESORIOS;0.0;0.0;0.0;1;1;0
12887;ANGEL SKIN OSITO DE CORDERITO T 4;ACCESORIOS;0.0;0.0;0.0;1;1;0
12888;ANGEL SKIN CAMPERITA CUADRILLE CON CORDERITO T 0 Y 1;ACCESORIOS;0.0;0.0;0.0;1;1;0
12889;ANGEL SKIN CAMPERITA CUADRILLE CON CORDERITO T 2 3 4;ACCESORIOS;0.0;0.0;0.0;1;1;0
12890;COMEDERO CON FLOR 15 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12892;RDB MEDALLA ID HUESO PREMIUM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12893;RDB MEDALLA ID PEZ PREMIUM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12894;RDB MEDALLA ID PEZ PREMIUM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12895;KONG PUPPY GOODIE XS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12896;ANIMAL PET JUGUETE RESISTENTE 20 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12899;ANIMAL PET JUGUETE CON SOGA RESISTENTE 11.5;ACCESORIOS;0.0;0.0;0.0;1;1;0
12900;CANCAT SOGA 13 150 GR;ACCESORIOS;0.0;0.59;1.0;1;1;1
12901;CANCAT SOGA 10 100 GR;ACCESORIOS;0.0;0.89;1.0;1;1;1
12902;CANCAT SOGA DOBLE 12;ACCESORIOS;0.0;0.0;0.0;1;1;0
12903;CANCAT SOGA 2 NUDOS 100 GR;ACCESORIOS;0.0;0.17;1.0;1;1;1
12904;CANCAT SOGA FLOTADORA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12905;CANCAT JUGUETE HUESO DE SOGA 5.5;ACCESORIOS;0.0;0.0;0.0;1;1;0
12906;CANCAT DENTAL DUMBDELL 12 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12907;CANCAT RUBBER FENCE BALL 9 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
12908;CANCAT BOLAS CON PUNTAS Y STRAP NYLON;ACCESORIOS;0.0;0.0;0.0;1;1;0
12909;CANCAT ACTION PELOTA BASEBALL CON PUNTAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
12910;CANCAT MORDILLO DENTAL;ACCESORIOS;0.0;0.99;1.0;3;3;3
12911;CANCAT PELOTAS M ROJAS X 3 U;ACCESORIOS;0.0;0.33;1.0;1;1;1
12912;CANCAT PELOTA BEAN PARA SNACK;ACCESORIOS;0.0;0.0;0.0;1;1;0
12913;TRIXIE PELOTA FLUORESCENTE;ACCESORIOS;0.0;0.0;0.0;1;1;0
12914;CANCAT TIRADOR BOLA BORDADA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12915;CANCAT ROLLER CUBIERTA MEDIANA;ACCESORIOS;0.0;0.0;0.0;1;1;0
12918;CANCAT ROLLO BOLSITAS 6 UNIDADES;ACCESORIOS;0.0;0.0;0.0;1;1;0
